Time [s],Voltage [V],Current [A],Cell Temperature [K],Separator Temperature [K]
25009.19138053508,3.658552660872999,2.0,298.15,298.15
25010.19138053508,3.6584649774102838,2.0,298.15,298.15
25011.19138053508,3.658377336602477,2.0,298.15,298.15
25012.19138053508,3.6582897384379796,2.0,298.15,298.15
25013.19138053508,3.658202182904908,2.0,298.15,298.15
25014.19138053508,3.6581146699911353,2.0,298.15,298.15
25015.19138053508,3.6580271996842355,2.0,298.15,298.15
25016.19138053508,3.6579397719715376,2.0,298.15,298.15
25017.19138053508,3.6578523868400876,2.0,298.15,298.15
25018.19138053508,3.657765044276677,2.0,298.15,298.15
25019.19138053508,3.657677744267818,2.0,298.15,298.15
25020.19138053508,3.6575904867997666,2.0,298.15,298.15
25021.19138053508,3.657503271858504,2.0,298.15,298.15
25022.19138053508,3.6574160994297635,2.0,298.15,298.15
25023.19138053508,3.657328969499,2.0,298.15,298.15
25024.19138053508,3.6572418820514008,2.0,298.15,298.15
25025.19138053508,3.6571548370719045,2.0,298.15,298.15
25026.19138053508,3.65706783454518,2.0,298.15,298.15
25027.19138053508,3.6569808744556322,2.0,298.15,298.15
25028.19138053508,3.656893956787415,2.0,298.15,298.15
25029.19138053508,3.656807081524408,2.0,298.15,298.15
25030.19138053508,3.6567202486502377,2.0,298.15,298.15
25031.19138053508,3.6566334581482756,2.0,298.15,298.15
25032.19138053508,3.6565467100016265,2.0,298.15,298.15
25033.19138053508,3.656460004193144,2.0,298.15,298.15
25034.19138053508,3.6563733407054206,2.0,298.15,298.15
25035.19138053508,3.656286719520792,2.0,298.15,298.15
25036.19138053508,3.6562001406213374,2.0,298.15,298.15
25037.19138053508,3.6561136039888904,2.0,298.15,298.15
25038.19138053508,3.656027109605009,2.0,298.15,298.15
25039.19138053508,3.6559406574510125,2.0,298.15,298.15
25040.19138053508,3.6558542475079676,2.0,298.15,298.15
25041.19138053508,3.6557678797566715,2.0,298.15,298.15
25042.19138053508,3.655681554177702,2.0,298.15,298.15
25043.19138053508,3.6555952707513457,2.0,298.15,298.15
25044.19138053508,3.655509029457656,2.0,298.15,298.15
25045.19138053508,3.6554228302764535,2.0,298.15,298.15
25046.19138053508,3.6553366731872696,2.0,298.15,298.15
25047.19138053508,3.6552505581694272,2.0,298.15,298.15
25048.19138053508,3.6551644852019725,2.0,298.15,298.15
25049.19138053508,3.655078454263709,2.0,298.15,298.15
25050.19138053508,3.6549924653332058,2.0,298.15,298.15
25051.19138053508,3.654906518388772,2.0,298.15,298.15
25052.19138053508,3.654820613408473,2.0,298.15,298.15
25053.19138053508,3.654734750370132,2.0,298.15,298.15
25054.19138053508,3.654648929251334,2.0,298.15,298.15
25055.19138053508,3.6545631500293947,2.0,298.15,298.15
25056.19138053508,3.6544774126814215,2.0,298.15,298.15
25057.19138053508,3.6543917171842457,2.0,298.15,298.15
25058.19138053508,3.65430606351448,2.0,298.15,298.15
25059.19138053508,3.6542204516484884,2.0,298.15,298.15
25060.19138053508,3.6541348815623844,2.0,298.15,298.15
25061.19138053508,3.6540493532320566,2.0,298.15,298.15
25062.19138053508,3.6539638666331427,2.0,298.15,298.15
25063.19138053508,3.653878421741046,2.0,298.15,298.15
25064.19138053508,3.653793018530923,2.0,298.15,298.15
25065.19138053508,3.653707656977715,2.0,298.15,298.15
25066.19138053508,3.6536223370561016,2.0,298.15,298.15
25067.19138053508,3.653537058740535,2.0,298.15,298.15
25068.19138053508,3.6534518220052306,2.0,298.15,298.15
25069.19138053508,3.6533666268241776,2.0,298.15,298.15
25070.19138053508,3.653281473171108,2.0,298.15,298.15
25071.19138053508,3.6531963610195506,2.0,298.15,298.15
25072.19138053508,3.6531112903427756,2.0,298.15,298.15
25073.19138053508,3.6530262611138333,2.0,298.15,298.15
25074.19138053508,3.652941273305532,2.0,298.15,298.15
25075.19138053508,3.6528563268904657,2.0,298.15,298.15
25076.19138053508,3.652771421840983,2.0,298.15,298.15
25077.19138053508,3.652686558129202,2.0,298.15,298.15
25078.19138053508,3.6526017357270213,2.0,298.15,298.15
25079.19138053508,3.6525169546060985,2.0,298.15,298.15
25080.19138053508,3.652432214737879,2.0,298.15,298.15
25081.19138053508,3.652347516093566,2.0,298.15,298.15
25082.19138053508,3.6522628586441432,2.0,298.15,298.15
25083.19138053508,3.6521782423603653,2.0,298.15,298.15
25084.19138053508,3.652093667212763,2.0,298.15,298.15
25085.19138053508,3.652009133171641,2.0,298.15,298.15
25086.19138053508,3.6519246402070884,2.0,298.15,298.15
25087.19138053508,3.6518401882889413,2.0,298.15,298.15
25088.19138053508,3.6517557773868603,2.0,298.15,298.15
25089.19138053508,3.6516714074702388,2.0,298.15,298.15
25090.19138053508,3.6515870785082765,2.0,298.15,298.15
25091.19138053508,3.6515027904699426,2.0,298.15,298.15
25092.19138053508,3.651418543323981,2.0,298.15,298.15
25093.19138053508,3.6513343370389264,2.0,298.15,298.15
25094.19138053508,3.6512501715830874,2.0,298.15,298.15
25095.19138053508,3.6511660469245517,2.0,298.15,298.15
25096.19138053508,3.651081963031203,2.0,298.15,298.15
25097.19138053508,3.6509979198706906,2.0,298.15,298.15
25098.19138053508,3.650913917410457,2.0,298.15,298.15
25099.19138053508,3.650829955617722,2.0,298.15,298.15
25100.19138053508,3.6507460344595066,2.0,298.15,298.15
25101.19138053508,3.650662153902598,2.0,298.15,298.15
25102.19138053508,3.6505783139135772,2.0,298.15,298.15
25103.19138053508,3.650494514458814,2.0,298.15,298.15
25104.19138053508,3.6504107555044616,2.0,298.15,298.15
25105.19138053508,3.6503270370164635,2.0,298.15,298.15
25106.19138053508,3.6502433589605534,2.0,298.15,298.15
25107.19138053508,3.650159721302257,2.0,298.15,298.15
25108.19138053508,3.6500761240068793,2.0,298.15,298.15
25109.19138053508,3.649992567039518,2.0,298.15,298.15
25110.19138053508,3.649909050365071,2.0,298.15,298.15
25111.19138053508,3.6498255739482297,2.0,298.15,298.15
25112.19138053508,3.649742137753464,2.0,298.15,298.15
25113.19138053508,3.649658741745045,2.0,298.15,298.15
25114.19138053508,3.6495753858870357,2.0,298.15,298.15
25115.19138053508,3.6494920701433027,2.0,298.15,298.15
25116.19138053508,3.6494087944774947,2.0,298.15,298.15
25117.19138053508,3.649325558853062,2.0,298.15,298.15
25118.19138053508,3.6492423632332534,2.0,298.15,298.15
25119.19138053508,3.649159207581113,2.0,298.15,298.15
25120.19138053508,3.6490760918594822,2.0,298.15,298.15
25121.19138053508,3.6489930160309934,2.0,298.15,298.15
25122.19138053508,3.64890998005809,2.0,298.15,298.15
25123.19138053508,3.648826983903018,2.0,298.15,298.15
25124.19138053508,3.6487440275278002,2.0,298.15,298.15
25125.19138053508,3.6486611108942855,2.0,298.15,298.15
25126.19138053508,3.6485782339641215,2.0,298.15,298.15
25127.19138053508,3.648495396698737,2.0,298.15,298.15
25128.19138053508,3.6484125990593834,2.0,298.15,298.15
25129.19138053508,3.6483298410071145,2.0,298.15,298.15
25130.19138053508,3.6482471225027795,2.0,298.15,298.15
25131.19138053508,3.6481644435070355,2.0,298.15,298.15
25132.19138053508,3.6480818039803524,2.0,298.15,298.15
25133.19138053508,3.6479992038829896,2.0,298.15,298.15
25134.19138053508,3.647916643175035,2.0,298.15,298.15
25135.19138053508,3.6478341218163677,2.0,298.15,298.15
25136.19138053508,3.6477516397666743,2.0,298.15,298.15
25137.19138053508,3.6476691969854573,2.0,298.15,298.15
25138.19138053508,3.6475867934320267,2.0,298.15,298.15
25139.19138053508,3.6475044290655028,2.0,298.15,298.15
25140.19138053508,3.6474221038448174,2.0,298.15,298.15
25141.19138053508,3.6473398177287066,2.0,298.15,298.15
25142.19138053508,3.6472575706757238,2.0,298.15,298.15
25143.19138053508,3.647175362644231,2.0,298.15,298.15
25144.19138053508,3.6470931935924087,2.0,298.15,298.15
25145.19138053508,3.6470110634782444,2.0,298.15,298.15
25146.19138053508,3.6469289722595497,2.0,298.15,298.15
25147.19138053508,3.6468469198939415,2.0,298.15,298.15
25148.19138053508,3.6467649063388565,2.0,298.15,298.15
25149.19138053508,3.6466829315515388,2.0,298.15,298.15
25150.19138053508,3.646600995489067,2.0,298.15,298.15
25151.19138053508,3.646519098108321,2.0,298.15,298.15
25152.19138053508,3.646437239366009,2.0,298.15,298.15
25153.19138053508,3.64635541921865,2.0,298.15,298.15
25154.19138053508,3.6462736376225817,2.0,298.15,298.15
25155.19138053508,3.646191894533975,2.0,298.15,298.15
25156.19138053508,3.646110189908803,2.0,298.15,298.15
25157.19138053508,3.646028523702877,2.0,298.15,298.15
25158.19138053508,3.645946895871809,2.0,298.15,298.15
25159.19138053508,3.645865306371058,2.0,298.15,298.15
25160.19138053508,3.6457837551558874,2.0,298.15,298.15
25161.19138053508,3.6457022421813923,2.0,298.15,298.15
25162.19138053508,3.645620767402485,2.0,298.15,298.15
25163.19138053508,3.6455393307739143,2.0,298.15,298.15
25164.19138053508,3.6454579322502485,2.0,298.15,298.15
25165.19138053508,3.6453765717858784,2.0,298.15,298.15
25166.19138053508,3.6452952493350215,2.0,298.15,298.15
25167.19138053508,3.6452139648517297,2.0,298.15,298.15
25168.19138053508,3.6451327182898727,2.0,298.15,298.15
25169.19138053508,3.645051509603157,2.0,298.15,298.15
25170.19138053508,3.644970338745114,2.0,298.15,298.15
25171.19138053508,3.6448892056691102,2.0,298.15,298.15
25172.19138053508,3.644808110328332,2.0,298.15,298.15
25173.19138053508,3.6447270526758064,2.0,298.15,298.15
25174.19138053508,3.644646032664388,2.0,298.15,298.15
25175.19138053508,3.6445650502467553,2.0,298.15,298.15
25176.19138053508,3.64448410537544,2.0,298.15,298.15
25177.19138053508,3.6444031980027862,2.0,298.15,298.15
25178.19138053508,3.644322328080984,2.0,298.15,298.15
25179.19138053508,3.644241495562057,2.0,298.15,298.15
25180.19138053508,3.644160700397855,2.0,298.15,298.15
25181.19138053508,3.6440799425400705,2.0,298.15,298.15
25182.19138053508,3.6439992219402373,2.0,298.15,298.15
25183.19138053508,3.643918538549711,2.0,298.15,298.15
25184.19138053508,3.6438378923197003,2.0,298.15,298.15
25185.19138053508,3.6437572832012366,2.0,298.15,298.15
25186.19138053508,3.6436767111452086,2.0,298.15,298.15
25187.19138053508,3.6435961761023345,2.0,298.15,298.15
25188.19138053508,3.6435156780231583,2.0,298.15,298.15
25189.19138053508,3.643435216858085,2.0,298.15,298.15
25190.19138053508,3.6433547925573655,2.0,298.15,298.15
25191.19138053508,3.643274405071066,2.0,298.15,298.15
25192.19138053508,3.6431940543491077,2.0,298.15,298.15
25193.19138053508,3.6431137403412595,2.0,298.15,298.15
25194.19138053508,3.643033462997135,2.0,298.15,298.15
25195.19138053508,3.6429532222661782,2.0,298.15,298.15
25196.19138053508,3.642873018097691,2.0,298.15,298.15
25197.19138053508,3.6427928504408156,2.0,298.15,298.15
25198.19138053508,3.642712719244533,2.0,298.15,298.15
25199.19138053508,3.642632624457678,2.0,298.15,298.15
25200.19138053508,3.6425525660289364,2.0,298.15,298.15
25201.19138053508,3.64247254390683,2.0,298.15,298.15
25202.19138053508,3.642392558039737,2.0,298.15,298.15
25203.19138053508,3.6423126083758794,2.0,298.15,298.15
25204.19138053508,3.6422326948633272,2.0,298.15,298.15
25205.19138053508,3.6421528174500093,2.0,298.15,298.15
25206.19138053508,3.642072976083693,2.0,298.15,298.15
25207.19138053508,3.6419931707119977,2.0,298.15,298.15
25208.19138053508,3.641913401282408,2.0,298.15,298.15
25209.19138053508,3.6418336677422447,2.0,298.15,298.15
25210.19138053508,3.641753970038684,2.0,298.15,298.15
25211.19138053508,3.64167430811876,2.0,298.15,298.15
25212.19138053508,3.641594681929355,2.0,298.15,298.15
25213.19138053508,3.6415150914172068,2.0,298.15,298.15
25214.19138053508,3.6414355365289155,2.0,298.15,298.15
25215.19138053508,3.641356017210926,2.0,298.15,298.15
25216.19138053508,3.6412765334095374,2.0,298.15,298.15
25217.19138053508,3.6411970850709188,2.0,298.15,298.15
25218.19138053508,3.641117672141087,2.0,298.15,298.15
25219.19138053508,3.6410382945659108,2.0,298.15,298.15
25220.19138053508,3.640958952291133,2.0,298.15,298.15
25221.19138053508,3.6408796452623324,2.0,298.15,298.15
25222.19138053508,3.6408003734249634,2.0,298.15,298.15
25223.19138053508,3.640721136724339,2.0,298.15,298.15
25224.19138053508,3.640641935105631,2.0,298.15,298.15
25225.19138053508,3.6405627685138646,2.0,298.15,298.15
25226.19138053508,3.64048363689393,2.0,298.15,298.15
25227.19138053508,3.6404045401905867,2.0,298.15,298.15
25228.19138053508,3.6403254783484487,2.0,298.15,298.15
25229.19138053508,3.640246451311987,2.0,298.15,298.15
25230.19138053508,3.6401674590255535,2.0,298.15,298.15
25231.19138053508,3.640088501433353,2.0,298.15,298.15
25232.19138053508,3.6400095784794457,2.0,298.15,298.15
25233.19138053508,3.639930690107768,2.0,298.15,298.15
25234.19138053508,3.6398518362621317,2.0,298.15,298.15
25235.19138053508,3.639773016886189,2.0,298.15,298.15
25236.19138053508,3.6396942319234884,2.0,298.15,298.15
25237.19138053508,3.6396154813174078,2.0,298.15,298.15
25238.19138053508,3.6395367650112327,2.0,298.15,298.15
25239.19138053508,3.639458082948086,2.0,298.15,298.15
25240.19138053508,3.6393794350709854,2.0,298.15,298.15
25241.19138053508,3.639300821322784,2.0,298.15,298.15
25242.19138053508,3.6392222416462356,2.0,298.15,298.15
25243.19138053508,3.6391436959839605,2.0,298.15,298.15
25244.19138053508,3.6390651842784205,2.0,298.15,298.15
25245.19138053508,3.638986706471991,2.0,298.15,298.15
25246.19138053508,3.6389082625068814,2.0,298.15,298.15
25247.19138053508,3.638829852325199,2.0,298.15,298.15
25248.19138053508,3.638751475868912,2.0,298.15,298.15
25249.19138053508,3.6386731330798567,2.0,298.15,298.15
25250.19138053508,3.638594823899762,2.0,298.15,298.15
25251.19138053508,3.638516548270214,2.0,298.15,298.15
25252.19138053508,3.638438306132676,2.0,298.15,298.15
25253.19138053508,3.638360097428489,2.0,298.15,298.15
25254.19138053508,3.6382819220988774,2.0,298.15,298.15
25255.19138053508,3.63820378008492,2.0,298.15,298.15
25256.19138053508,3.638125671327597,2.0,298.15,298.15
25257.19138053508,3.6380475957677545,2.0,298.15,298.15
25258.19138053508,3.6379695533461103,2.0,298.15,298.15
25259.19138053508,3.6378915440032733,2.0,298.15,298.15
25260.19138053508,3.637813567679717,2.0,298.15,298.15
25261.19138053508,3.6377356243158085,2.0,298.15,298.15
25262.19138053508,3.637657713851784,2.0,298.15,298.15
25263.19138053508,3.63757983622776,2.0,298.15,298.15
25264.19138053508,3.6375019913837434,2.0,298.15,298.15
25265.19138053508,3.6374241792596016,2.0,298.15,298.15
25266.19138053508,3.6373463997951085,2.0,298.15,298.15
25267.19138053508,3.63726865292991,2.0,298.15,298.15
25268.19138053508,3.6371909386035233,2.0,298.15,298.15
25269.19138053508,3.6371132567553657,2.0,298.15,298.15
25270.19138053508,3.637035607324723,2.0,298.15,298.15
25271.19138053508,3.636957990250779,2.0,298.15,298.15
25272.19138053508,3.6368804054725863,2.0,298.15,298.15
25273.19138053508,3.6368028529290983,2.0,298.15,298.15
25274.19138053508,3.6367253325591427,2.0,298.15,298.15
25275.19138053508,3.636647844301435,2.0,298.15,298.15
25276.19138053508,3.636570388094578,2.0,298.15,298.15
25277.19138053508,3.6364929638770653,2.0,298.15,298.15
25278.19138053508,3.636415571587262,2.0,298.15,298.15
25279.19138053508,3.6363382111634444,2.0,298.15,298.15
25280.19138053508,3.6362608825437563,2.0,298.15,298.15
25281.19138053508,3.636183585666243,2.0,298.15,298.15
25282.19138053508,3.6361063204688304,2.0,298.15,298.15
25283.19138053508,3.636029086889339,2.0,298.15,298.15
25284.19138053508,3.6359518848654737,2.0,298.15,298.15
25285.19138053508,3.6358747143348347,2.0,298.15,298.15
25286.19138053508,3.635797575234908,2.0,298.15,298.15
25287.19138053508,3.635720467503083,2.0,298.15,298.15
25288.19138053508,3.6356433910766164,2.0,298.15,298.15
25289.19138053508,3.635566345892681,2.0,298.15,298.15
25290.19138053508,3.6354893318883343,2.0,298.15,298.15
25291.19138053508,3.635412349000518,2.0,298.15,298.15
25292.19138053508,3.6353353971660773,2.0,298.15,298.15
25293.19138053508,3.635258476321755,2.0,298.15,298.15
25294.19138053508,3.6351815864041708,2.0,298.15,298.15
25295.19138053508,3.63510472734985,2.0,298.15,298.15
25296.19138053508,3.635027899095218,2.0,298.15,298.15
25297.19138053508,3.634951101576586,2.0,298.15,298.15
25298.19138053508,3.6348743347301595,2.0,298.15,298.15
25299.19138053508,3.634797598492054,2.0,298.15,298.15
25300.19138053508,3.6347208927982715,2.0,298.15,298.15
25301.19138053508,3.634644217584708,2.0,298.15,298.15
25302.19138053508,3.634567572787162,2.0,298.15,298.15
25303.19138053508,3.6344909583413396,2.0,298.15,298.15
25304.19138053508,3.6344143741828248,2.0,298.15,298.15
25305.19138053508,3.6343378202471106,2.0,298.15,298.15
25306.19138053508,3.634261296469589,2.0,298.15,298.15
25307.19138053508,3.6341848027855614,2.0,298.15,298.15
25308.19138053508,3.6341083391302105,2.0,298.15,298.15
25309.19138053508,3.6340319054386283,2.0,298.15,298.15
25310.19138053508,3.633955501645813,2.0,298.15,298.15
25311.19138053508,3.63387912768666,2.0,298.15,298.15
25312.19138053508,3.63380278349596,2.0,298.15,298.15
25313.19138053508,3.6337264690084092,2.0,298.15,298.15
25314.19138053508,3.6336501841586135,2.0,298.15,298.15
25315.19138053508,3.633573928881072,2.0,298.15,298.15
25316.19138053508,3.6334977031101925,2.0,298.15,298.15
25317.19138053508,3.6334215067802793,2.0,298.15,298.15
25318.19138053508,3.6333453398255537,2.0,298.15,298.15
25319.19138053508,3.6332692021801307,2.0,298.15,298.15
25320.19138053508,3.6331930937780372,2.0,298.15,298.15
25321.19138053508,3.633117014553192,2.0,298.15,298.15
25322.19138053508,3.6330409644394295,2.0,298.15,298.15
25323.19138053508,3.6329649433704927,2.0,298.15,298.15
25324.19138053508,3.632888951280028,2.0,298.15,298.15
25325.19138053508,3.632812988101579,2.0,298.15,298.15
25326.19138053508,3.632737053768615,2.0,298.15,298.15
25327.19138053508,3.632661148214494,2.0,298.15,298.15
25328.19138053508,3.632585271372502,2.0,298.15,298.15
25329.19138053508,3.632509423175799,2.0,298.15,298.15
25330.19138053508,3.6324336035574945,2.0,298.15,298.15
25331.19138053508,3.632357812450584,2.0,298.15,298.15
25332.19138053508,3.6322820497879715,2.0,298.15,298.15
25333.19138053508,3.632206315502481,2.0,298.15,298.15
25334.19138053508,3.6321306095268304,2.0,298.15,298.15
25335.19138053508,3.6320549317936695,2.0,298.15,298.15
25336.19138053508,3.6319792822355437,2.0,298.15,298.15
25337.19138053508,3.6319036607849036,2.0,298.15,298.15
25338.19138053508,3.6318280673741357,2.0,298.15,298.15
25339.19138053508,3.6317525019355066,2.0,298.15,298.15
25340.19138053508,3.6316769644012266,2.0,298.15,298.15
25341.19138053508,3.631601454703391,2.0,298.15,298.15
25342.19138053508,3.6315259727740243,2.0,298.15,298.15
25343.19138053508,3.6314505185450687,2.0,298.15,298.15
25344.19138053508,3.6313750919483527,2.0,298.15,298.15
25345.19138053508,3.6312996929156482,2.0,298.15,298.15
25346.19138053508,3.6312243213786317,2.0,298.15,298.15
25347.19138053508,3.6311489772688788,2.0,298.15,298.15
25348.19138053508,3.6310736605179077,2.0,298.15,298.15
25349.19138053508,3.6309983710571307,2.0,298.15,298.15
25350.19138053508,3.630923108817883,2.0,298.15,298.15
25351.19138053508,3.630847873731416,2.0,298.15,298.15
25352.19138053508,3.63077266572889,2.0,298.15,298.15
25353.19138053508,3.630697484741394,2.0,298.15,298.15
25354.19138053508,3.630622330699925,2.0,298.15,298.15
25355.19138053508,3.6305472035353965,2.0,298.15,298.15
25356.19138053508,3.630472103178648,2.0,298.15,298.15
25357.19138053508,3.630397029560427,2.0,298.15,298.15
25358.19138053508,3.6303219826114024,2.0,298.15,298.15
25359.19138053508,3.630246962262161,2.0,298.15,298.15
25360.19138053508,3.630171968443217,2.0,298.15,298.15
25361.19138053508,3.6300970010849904,2.0,298.15,298.15
25362.19138053508,3.6300220601178235,2.0,298.15,298.15
25363.19138053508,3.6299471454719856,2.0,298.15,298.15
25364.19138053508,3.629872257077656,2.0,298.15,298.15
25365.19138053508,3.6297973948649447,2.0,298.15,298.15
25366.19138053508,3.629722558763873,2.0,298.15,298.15
25367.19138053508,3.629647748704391,2.0,298.15,298.15
25368.19138053508,3.6295729646163557,2.0,298.15,298.15
25369.19138053508,3.6294982064295733,2.0,298.15,298.15
25370.19138053508,3.6294234740737368,2.0,298.15,298.15
25371.19138053508,3.6293487674784832,2.0,298.15,298.15
25372.19138053508,3.629274086573372,2.0,298.15,298.15
25373.19138053508,3.6291994312878755,2.0,298.15,298.15
25374.19138053508,3.629124801551399,2.0,298.15,298.15
25375.19138053508,3.6290501972932594,2.0,298.15,298.15
25376.19138053508,3.62897561844271,2.0,298.15,298.15
25377.19138053508,3.628901064928912,2.0,298.15,298.15
25378.19138053508,3.628826536680963,2.0,298.15,298.15
25379.19138053508,3.6287520336278867,2.0,298.15,298.15
25380.19138053508,3.628677555698627,2.0,298.15,298.15
25381.19138053508,3.6286031028220496,2.0,298.15,298.15
25382.19138053508,3.6285286749269483,2.0,298.15,298.15
25383.19138053508,3.6284542719420347,2.0,298.15,298.15
25384.19138053508,3.628379893795964,2.0,298.15,298.15
25385.19138053508,3.6283055404173044,2.0,298.15,298.15
25386.19138053508,3.6282312117345454,2.0,298.15,298.15
25387.19138053508,3.6281569076761206,2.0,298.15,298.15
25388.19138053508,3.6280826281703735,2.0,298.15,298.15
25389.19138053508,3.628008373145586,2.0,298.15,298.15
25390.19138053508,3.6279341425299587,2.0,298.15,298.15
25391.19138053508,3.627859936251619,2.0,298.15,298.15
25392.19138053508,3.6277857542386407,2.0,298.15,298.15
25393.19138053508,3.627711596418999,2.0,298.15,298.15
25394.19138053508,3.6276374627206156,2.0,298.15,298.15
25395.19138053508,3.6275633530713387,2.0,298.15,298.15
25396.19138053508,3.6274892673989343,2.0,298.15,298.15
25397.19138053508,3.6274152056311038,2.0,298.15,298.15
25398.19138053508,3.6273411676954943,2.0,298.15,298.15
25399.19138053508,3.6272671535196515,2.0,298.15,298.15
25400.19138053508,3.6271931630310754,2.0,298.15,298.15
25401.19138053508,3.6271191961571843,2.0,298.15,298.15
25402.19138053508,3.627045252825333,2.0,298.15,298.15
25403.19138053508,3.626971332962804,2.0,298.15,298.15
25404.19138053508,3.626897436496805,2.0,298.15,298.15
25405.19138053508,3.6268235633544896,2.0,298.15,298.15
25406.19138053508,3.626749713462925,2.0,298.15,298.15
25407.19138053508,3.6266758867491298,2.0,298.15,298.15
25408.19138053508,3.626602083140027,2.0,298.15,298.15
25409.19138053508,3.6265283025624973,2.0,298.15,298.15
25410.19138053508,3.6264545449433423,2.0,298.15,298.15
25411.19138053508,3.626380810209304,2.0,298.15,298.15
25412.19138053508,3.626307098287039,2.0,298.15,298.15
25413.19138053508,3.6262334091031567,2.0,298.15,298.15
25414.19138053508,3.626159742584189,2.0,298.15,298.15
25415.19138053508,3.6260860986566015,2.0,298.15,298.15
25416.19138053508,3.6260124772467996,2.0,298.15,298.15
25417.19138053508,3.6259388782811133,2.0,298.15,298.15
25418.19138053508,3.625865301685814,2.0,298.15,298.15
25419.19138053508,3.62579174738711,2.0,298.15,298.15
25420.19138053508,3.625718215311126,2.0,298.15,298.15
25421.19138053508,3.625644705383943,2.0,298.15,298.15
25422.19138053508,3.6255712175315686,2.0,298.15,298.15
25423.19138053508,3.6254977516799456,2.0,298.15,298.15
25424.19138053508,3.625424307754945,2.0,298.15,298.15
25425.19138053508,3.6253508856823813,2.0,298.15,298.15
25426.19138053508,3.625277485388007,2.0,298.15,298.15
25427.19138053508,3.6252041067975016,2.0,298.15,298.15
25428.19138053508,3.6251307498364906,2.0,298.15,298.15
25429.19138053508,3.625057414430519,2.0,298.15,298.15
25430.19138053508,3.6249841005050905,2.0,298.15,298.15
25431.19138053508,3.6249108079856365,2.0,298.15,298.15
25432.19138053508,3.624837536797513,2.0,298.15,298.15
25433.19138053508,3.6247642868660295,2.0,298.15,298.15
25434.19138053508,3.624691058116426,2.0,298.15,298.15
25435.19138053508,3.624617850473877,2.0,298.15,298.15
25436.19138053508,3.6245446638635035,2.0,298.15,298.15
25437.19138053508,3.624471498210359,2.0,298.15,298.15
25438.19138053508,3.6243983534394237,2.0,298.15,298.15
25439.19138053508,3.6243252294756387,2.0,298.15,298.15
25440.19138053508,3.6242521262438685,2.0,298.15,298.15
25441.19138053508,3.6241790436689167,2.0,298.15,298.15
25442.19138053508,3.624105981675526,2.0,298.15,298.15
25443.19138053508,3.6240329401883913,2.0,298.15,298.15
25444.19138053508,3.623959919132123,2.0,298.15,298.15
25445.19138053508,3.62388691843129,2.0,298.15,298.15
25446.19138053508,3.6238139380103838,2.0,298.15,298.15
25447.19138053508,3.6237409777938563,2.0,298.15,298.15
25448.19138053508,3.6236680377060835,2.0,298.15,298.15
25449.19138053508,3.623595117671387,2.0,298.15,298.15
25450.19138053508,3.6235222176140143,2.0,298.15,298.15
25451.19138053508,3.6234493374581898,2.0,298.15,298.15
25452.19138053508,3.623376477128034,2.0,298.15,298.15
25453.19138053508,3.623303636547637,2.0,298.15,298.15
25454.19138053508,3.6232308156410196,2.0,298.15,298.15
25455.19138053508,3.6231580143321422,2.0,298.15,298.15
25456.19138053508,3.6230852325449097,2.0,298.15,298.15
25457.19138053508,3.623012470203165,2.0,298.15,298.15
25458.19138053508,3.6229397272306976,2.0,298.15,298.15
25459.19138053508,3.6228670035512365,2.0,298.15,298.15
25460.19138053508,3.6227942990884383,2.0,298.15,298.15
25461.19138053508,3.622721613765931,2.0,298.15,298.15
25462.19138053508,3.622648947507256,2.0,298.15,298.15
25463.19138053508,3.6225763002359086,2.0,298.15,298.15
25464.19138053508,3.6225036718753314,2.0,298.15,298.15
25465.19138053508,3.6224310623489004,2.0,298.15,298.15
25466.19138053508,3.622358471579934,2.0,298.15,298.15
25467.19138053508,3.622285899491703,2.0,298.15,298.15
25468.19138053508,3.6222133460074035,2.0,298.15,298.15
25469.19138053508,3.6221408110501936,2.0,298.15,298.15
25470.19138053508,3.622068294543165,2.0,298.15,298.15
25471.19138053508,3.6219957964093497,2.0,298.15,298.15
25472.19138053508,3.6219233165717317,2.0,298.15,298.15
25473.19138053508,3.62185085495323,2.0,298.15,298.15
25474.19138053508,3.6217784114767055,2.0,298.15,298.15
25475.19138053508,3.6217059860649794,2.0,298.15,298.15
25476.19138053508,3.6216335786407923,2.0,298.15,298.15
25477.19138053508,3.62156118912685,2.0,298.15,298.15
25478.19138053508,3.621488817445792,2.0,298.15,298.15
25479.19138053508,3.6214164635202,2.0,298.15,298.15
25480.19138053508,3.621344127272601,2.0,298.15,298.15
25481.19138053508,3.62127180862548,2.0,298.15,298.15
25482.19138053508,3.621199507501244,2.0,298.15,298.15
25483.19138053508,3.621127223822258,2.0,298.15,298.15
25484.19138053508,3.621054957510832,2.0,298.15,298.15
25485.19138053508,3.620982708489221,2.0,298.15,298.15
25486.19138053508,3.6209104766796174,2.0,298.15,298.15
25487.19138053508,3.620838262004164,2.0,298.15,298.15
25488.19138053508,3.620766064384944,2.0,298.15,298.15
25489.19138053508,3.6206938837439995,2.0,298.15,298.15
25490.19138053508,3.6206217200032977,2.0,298.15,298.15
25491.19138053508,3.62054957308477,2.0,298.15,298.15
25492.19138053508,3.6204774429102833,2.0,298.15,298.15
25493.19138053508,3.6204053294016503,2.0,298.15,298.15
25494.19138053508,3.620333232480629,2.0,298.15,298.15
25495.19138053508,3.6202611520689336,2.0,298.15,298.15
25496.19138053508,3.6201890880882086,2.0,298.15,298.15
