Time [s],Voltage [V],Current [A],Cell Temperature [K],Separator Temperature [K]
4147.0,3.6992474262912833,2.0,298.15,298.15
4148.0,3.6991445472469873,2.0,298.15,298.15
4149.0,3.699041688301302,2.0,298.15,298.15
4150.0,3.698938849564254,2.0,298.15,298.15
4151.0,3.698836031145737,2.0,298.15,298.15
4152.0,3.698733233155486,2.0,298.15,298.15
4153.0,3.698630455703095,2.0,298.15,298.15
4154.0,3.698527698898014,2.0,298.15,298.15
4155.0,3.6984249628495385,2.0,298.15,298.15
4156.0,3.6983222476668196,2.0,298.15,298.15
4157.0,3.698219553458842,2.0,298.15,298.15
4158.0,3.698116880334461,2.0,298.15,298.15
4159.0,3.6980142284023465,2.0,298.15,298.15
4160.0,3.6979115977710317,2.0,298.15,298.15
4161.0,3.6978089885488794,2.0,298.15,298.15
4162.0,3.6977064008441096,2.0,298.15,298.15
4163.0,3.697603834764756,2.0,298.15,298.15
4164.0,3.6975012904187117,2.0,298.15,298.15
4165.0,3.6973987679136844,2.0,298.15,298.15
4166.0,3.6972962673572396,2.0,298.15,298.15
4167.0,3.697193788856757,2.0,298.15,298.15
4168.0,3.697091332519448,2.0,298.15,298.15
4169.0,3.6969888984523607,2.0,298.15,298.15
4170.0,3.6968864867623688,2.0,298.15,298.15
4171.0,3.696784097556174,2.0,298.15,298.15
4172.0,3.6966817309402966,2.0,298.15,298.15
4173.0,3.696579387021094,2.0,298.15,298.15
4174.0,3.6964770659047272,2.0,298.15,298.15
4175.0,3.69637476769719,2.0,298.15,298.15
4176.0,3.6962724925042973,2.0,298.15,298.15
4177.0,3.696170240431678,2.0,298.15,298.15
4178.0,3.696068011584771,2.0,298.15,298.15
4179.0,3.6959658060688447,2.0,298.15,298.15
4180.0,3.695863623988972,2.0,298.15,298.15
4181.0,3.695761465450029,2.0,298.15,298.15
4182.0,3.695659330556728,2.0,298.15,298.15
4183.0,3.6955572194135717,2.0,298.15,298.15
4184.0,3.69545513212487,2.0,298.15,298.15
4185.0,3.6953530687947542,2.0,298.15,298.15
4186.0,3.695251029527149,2.0,298.15,298.15
4187.0,3.6951490144257857,2.0,298.15,298.15
4188.0,3.6950470235941992,2.0,298.15,298.15
4189.0,3.6949450571357234,2.0,298.15,298.15
4190.0,3.6948431151535033,2.0,298.15,298.15
4191.0,3.6947411977504627,2.0,298.15,298.15
4192.0,3.6946393050293476,2.0,298.15,298.15
4193.0,3.69453743709268,2.0,298.15,298.15
4194.0,3.6944355940427833,2.0,298.15,298.15
4195.0,3.694333775981782,2.0,298.15,298.15
4196.0,3.694231983011575,2.0,298.15,298.15
4197.0,3.6941302152338786,2.0,298.15,298.15
4198.0,3.6940284727501735,2.0,298.15,298.15
4199.0,3.6939267556617406,2.0,298.15,298.15
4200.0,3.6938250640696477,2.0,298.15,298.15
4201.0,3.693723398074748,2.0,298.15,298.15
4202.0,3.6936217577776826,2.0,298.15,298.15
4203.0,3.693520143278865,2.0,298.15,298.15
4204.0,3.6934185546785026,2.0,298.15,298.15
4205.0,3.693316992076585,2.0,298.15,298.15
4206.0,3.6932154555728682,2.0,298.15,298.15
4207.0,3.6931139452668953,2.0,298.15,298.15
4208.0,3.693012461257988,2.0,298.15,298.15
4209.0,3.692911003645248,2.0,298.15,298.15
4210.0,3.6928095725275414,2.0,298.15,298.15
4211.0,3.6927081680035116,2.0,298.15,298.15
4212.0,3.692606790171579,2.0,298.15,298.15
4213.0,3.692505439129932,2.0,298.15,298.15
4214.0,3.692404114976529,2.0,298.15,298.15
4215.0,3.6923028178091,2.0,298.15,298.15
4216.0,3.692201547725139,2.0,298.15,298.15
4217.0,3.6921003048219085,2.0,298.15,298.15
4218.0,3.691999089196445,2.0,298.15,298.15
4219.0,3.69189790094553,2.0,298.15,298.15
4220.0,3.6917967401657297,2.0,298.15,298.15
4221.0,3.691695606953349,2.0,298.15,298.15
4222.0,3.6915945014044813,2.0,298.15,298.15
4223.0,3.691493423614966,2.0,298.15,298.15
4224.0,3.6913923736803906,2.0,298.15,298.15
4225.0,3.691291351696123,2.0,298.15,298.15
4226.0,3.691190357757269,2.0,298.15,298.15
4227.0,3.6910893919587044,2.0,298.15,298.15
4228.0,3.6909884543950437,2.0,298.15,298.15
4229.0,3.6908875451606677,2.0,298.15,298.15
4230.0,3.690786664349709,2.0,298.15,298.15
4231.0,3.690685812056043,2.0,298.15,298.15
4232.0,3.690584988373309,2.0,298.15,298.15
4233.0,3.6904841933948744,2.0,298.15,298.15
4234.0,3.690383427213874,2.0,298.15,298.15
4235.0,3.6902826899231864,2.0,298.15,298.15
4236.0,3.690181981615429,2.0,298.15,298.15
4237.0,3.690081302382967,2.0,298.15,298.15
4238.0,3.68998065231792,2.0,298.15,298.15
4239.0,3.689880031512132,2.0,298.15,298.15
4240.0,3.6897794400572046,2.0,298.15,298.15
4241.0,3.689678878044476,2.0,298.15,298.15
4242.0,3.689578345565021,2.0,298.15,298.15
4243.0,3.6894778427096524,2.0,298.15,298.15
4244.0,3.6893773695689394,2.0,298.15,298.15
4245.0,3.6892769262331595,2.0,298.15,298.15
4246.0,3.6891765127923515,2.0,298.15,298.15
4247.0,3.689076129336273,2.0,298.15,298.15
4248.0,3.6889757759544235,2.0,298.15,298.15
4249.0,3.6888754527360392,2.0,298.15,298.15
4250.0,3.6887751597700746,2.0,298.15,298.15
4251.0,3.6886748971452383,2.0,298.15,298.15
4252.0,3.6885746649499502,2.0,298.15,298.15
4253.0,3.688474463272369,2.0,298.15,298.15
4254.0,3.6883742922003755,2.0,298.15,298.15
4255.0,3.6882741518215956,2.0,298.15,298.15
4256.0,3.688174042223351,2.0,298.15,298.15
4257.0,3.6880739634927266,2.0,298.15,298.15
4258.0,3.6879739157165057,2.0,298.15,298.15
4259.0,3.6878738989812097,2.0,298.15,298.15
4260.0,3.687773913373072,2.0,298.15,298.15
4261.0,3.6876739589780656,2.0,298.15,298.15
4262.0,3.687574035881865,2.0,298.15,298.15
4263.0,3.687474144169885,2.0,298.15,298.15
4264.0,3.6873742839272534,2.0,298.15,298.15
4265.0,3.68727445523881,2.0,298.15,298.15
4266.0,3.687174658189125,2.0,298.15,298.15
4267.0,3.6870748928624764,2.0,298.15,298.15
4268.0,3.6869751593428637,2.0,298.15,298.15
4269.0,3.6868754577140113,2.0,298.15,298.15
4270.0,3.686775788059343,2.0,298.15,298.15
4271.0,3.6866761504619996,2.0,298.15,298.15
4272.0,3.686576545004858,2.0,298.15,298.15
4273.0,3.6864769717704733,2.0,298.15,298.15
4274.0,3.68637743084114,2.0,298.15,298.15
4275.0,3.686277922298851,2.0,298.15,298.15
4276.0,3.686178446225318,2.0,298.15,298.15
4277.0,3.6860790027019608,2.0,298.15,298.15
4278.0,3.685979591809903,2.0,298.15,298.15
4279.0,3.685880213629977,2.0,298.15,298.15
4280.0,3.6857808682427318,2.0,298.15,298.15
4281.0,3.6856815557284115,2.0,298.15,298.15
4282.0,3.6855822761669854,2.0,298.15,298.15
4283.0,3.685483029638098,2.0,298.15,298.15
4284.0,3.6853838162211376,2.0,298.15,298.15
4285.0,3.6852846359951648,2.0,298.15,298.15
4286.0,3.6851854890389566,2.0,298.15,298.15
4287.0,3.6850863754309935,2.0,298.15,298.15
4288.0,3.68498729524946,2.0,298.15,298.15
4289.0,3.684888248572234,2.0,298.15,298.15
4290.0,3.6847892354769023,2.0,298.15,298.15
4291.0,3.684690256040751,2.0,298.15,298.15
4292.0,3.684591310340759,2.0,298.15,298.15
4293.0,3.684492398453615,2.0,298.15,298.15
4294.0,3.6843935204556972,2.0,298.15,298.15
4295.0,3.684294676423085,2.0,298.15,298.15
4296.0,3.6841958664315566,2.0,298.15,298.15
4297.0,3.6840970905565897,2.0,298.15,298.15
4298.0,3.683998348873348,2.0,298.15,298.15
4299.0,3.6838996414566907,2.0,298.15,298.15
4300.0,3.6838009683811928,2.0,298.15,298.15
4301.0,3.6837023297210947,2.0,298.15,298.15
4302.0,3.683603725550343,2.0,298.15,298.15
4303.0,3.6835051559425924,2.0,298.15,298.15
4304.0,3.6834066209711653,2.0,298.15,298.15
4305.0,3.683308120709087,2.0,298.15,298.15
4306.0,3.683209655229071,2.0,298.15,298.15
4307.0,3.6831112246035342,2.0,298.15,298.15
4308.0,3.6830128289045647,2.0,298.15,298.15
4309.0,3.6829144682039563,2.0,298.15,298.15
4310.0,3.6828161425731807,2.0,298.15,298.15
4311.0,3.6827178520834027,2.0,298.15,298.15
4312.0,3.6826195968054805,2.0,298.15,298.15
4313.0,3.6825213768099525,2.0,298.15,298.15
4314.0,3.682423192167045,2.0,298.15,298.15
4315.0,3.682325042946676,2.0,298.15,298.15
4316.0,3.6822269292184484,2.0,298.15,298.15
4317.0,3.6821288510516483,2.0,298.15,298.15
4318.0,3.6820308085152424,2.0,298.15,298.15
4319.0,3.681932801677897,2.0,298.15,298.15
4320.0,3.6818348306079476,2.0,298.15,298.15
4321.0,3.6817368953734197,2.0,298.15,298.15
4322.0,3.6816389960420213,2.0,298.15,298.15
4323.0,3.681541132681155,2.0,298.15,298.15
4324.0,3.6814433053578854,2.0,298.15,298.15
4325.0,3.6813455141389677,2.0,298.15,298.15
4326.0,3.68124775909085,2.0,298.15,298.15
4327.0,3.681150040279642,2.0,298.15,298.15
4328.0,3.6810523577711485,2.0,298.15,298.15
4329.0,3.6809547116308536,2.0,298.15,298.15
4330.0,3.6808571019239094,2.0,298.15,298.15
4331.0,3.6807595287151686,2.0,298.15,298.15
4332.0,3.6806619920691483,2.0,298.15,298.15
4333.0,3.6805644920500407,2.0,298.15,298.15
4334.0,3.6804670287217336,2.0,298.15,298.15
4335.0,3.6803696021477785,2.0,298.15,298.15
4336.0,3.680272212391405,2.0,298.15,298.15
4337.0,3.680174859515533,2.0,298.15,298.15
4338.0,3.680077543582749,2.0,298.15,298.15
4339.0,3.6799802646553097,2.0,298.15,298.15
4340.0,3.679883022795173,2.0,298.15,298.15
4341.0,3.679785818063946,2.0,298.15,298.15
4342.0,3.6796886505229254,2.0,298.15,298.15
4343.0,3.6795915202330747,2.0,298.15,298.15
4344.0,3.6794944272550496,2.0,298.15,298.15
4345.0,3.6793973716491686,2.0,298.15,298.15
4346.0,3.6793003534754223,2.0,298.15,298.15
4347.0,3.6792033727934728,2.0,298.15,298.15
4348.0,3.6791064296626725,2.0,298.15,298.15
4349.0,3.6790095241420335,2.0,298.15,298.15
4350.0,3.6789126562902483,2.0,298.15,298.15
4351.0,3.678815826165683,2.0,298.15,298.15
4352.0,3.6787190338263676,2.0,298.15,298.15
4353.0,3.6786222793300105,2.0,298.15,298.15
4354.0,3.6785255627339963,2.0,298.15,298.15
4355.0,3.678428884095374,2.0,298.15,298.15
4356.0,3.6783322434708783,2.0,298.15,298.15
4357.0,3.6782356409169026,2.0,298.15,298.15
4358.0,3.6781390764895114,2.0,298.15,298.15
4359.0,3.678042550244448,2.0,298.15,298.15
4360.0,3.677946062237123,2.0,298.15,298.15
4361.0,3.6778496125226194,2.0,298.15,298.15
4362.0,3.677753201155687,2.0,298.15,298.15
4363.0,3.6776568281907545,2.0,298.15,298.15
4364.0,3.6775604936819133,2.0,298.15,298.15
4365.0,3.677464197682928,2.0,298.15,298.15
4366.0,3.6773679402472266,2.0,298.15,298.15
4367.0,3.677271721427918,2.0,298.15,298.15
4368.0,3.6771755412777782,2.0,298.15,298.15
4369.0,3.6770793998492386,2.0,298.15,298.15
4370.0,3.67698329719442,2.0,298.15,298.15
4371.0,3.6768872333651044,2.0,298.15,298.15
4372.0,3.6767912084127334,2.0,298.15,298.15
4373.0,3.6766952223884313,2.0,298.15,298.15
4374.0,3.6765992753429853,2.0,298.15,298.15
4375.0,3.6765033673268555,2.0,298.15,298.15
4376.0,3.6764074983901613,2.0,298.15,298.15
4377.0,3.676311668582695,2.0,298.15,298.15
4378.0,3.6762158779539216,2.0,298.15,298.15
4379.0,3.6761201265529673,2.0,298.15,298.15
4380.0,3.6760244144286385,2.0,298.15,298.15
4381.0,3.675928741629384,2.0,298.15,298.15
4382.0,3.675833108203351,2.0,298.15,298.15
4383.0,3.675737514198334,2.0,298.15,298.15
4384.0,3.6756419596618,2.0,298.15,298.15
4385.0,3.6755464446408963,2.0,298.15,298.15
4386.0,3.675450969182416,2.0,298.15,298.15
4387.0,3.6753555333328367,2.0,298.15,298.15
4388.0,3.6752601371382987,2.0,298.15,298.15
4389.0,3.6751647806445966,2.0,298.15,298.15
4390.0,3.675069463897219,2.0,298.15,298.15
4391.0,3.674974186941303,2.0,298.15,298.15
4392.0,3.674878949821655,2.0,298.15,298.15
4393.0,3.674783752582746,2.0,298.15,298.15
4394.0,3.674688595268731,2.0,298.15,298.15
4395.0,3.6745934779234117,2.0,298.15,298.15
4396.0,3.6744984005902706,2.0,298.15,298.15
4397.0,3.674403363312449,2.0,298.15,298.15
4398.0,3.674308366132756,2.0,298.15,298.15
4399.0,3.6742134090936833,2.0,298.15,298.15
4400.0,3.6741184922373655,2.0,298.15,298.15
4401.0,3.6740236156056207,2.0,298.15,298.15
4402.0,3.6739287792399313,2.0,298.15,298.15
4403.0,3.673833983181441,2.0,298.15,298.15
4404.0,3.673739227470974,2.0,298.15,298.15
4405.0,3.673644512149006,2.0,298.15,298.15
4406.0,3.6735498372556874,2.0,298.15,298.15
4407.0,3.6734552028308407,2.0,298.15,298.15
4408.0,3.673360608913954,2.0,298.15,298.15
4409.0,3.673266055544178,2.0,298.15,298.15
4410.0,3.673171542760329,2.0,298.15,298.15
4411.0,3.6730770706009013,2.0,298.15,298.15
4412.0,3.672982639104044,2.0,298.15,298.15
4413.0,3.6728882483075873,2.0,298.15,298.15
4414.0,3.6727938982490254,2.0,298.15,298.15
4415.0,3.6726995889655103,2.0,298.15,298.15
4416.0,3.6726053204938824,2.0,298.15,298.15
4417.0,3.6725110928706286,2.0,298.15,298.15
4418.0,3.672416906131913,2.0,298.15,298.15
4419.0,3.6723227603135715,2.0,298.15,298.15
4420.0,3.6722286554511103,2.0,298.15,298.15
4421.0,3.6721345915796966,2.0,298.15,298.15
4422.0,3.672040568734165,2.0,298.15,298.15
4423.0,3.671946586949028,2.0,298.15,298.15
4424.0,3.671852646258463,2.0,298.15,298.15
4425.0,3.671758746696311,2.0,298.15,298.15
4426.0,3.671664888296098,2.0,298.15,298.15
4427.0,3.6715710710910003,2.0,298.15,298.15
4428.0,3.671477295113873,2.0,298.15,298.15
4429.0,3.6713835603972447,2.0,298.15,298.15
4430.0,3.671289866973306,2.0,298.15,298.15
4431.0,3.6711962148739157,2.0,298.15,298.15
4432.0,3.671102604130621,2.0,298.15,298.15
4433.0,3.671009034774619,2.0,298.15,298.15
4434.0,3.670915506836785,2.0,298.15,298.15
4435.0,3.670822020347663,2.0,298.15,298.15
4436.0,3.67072857533748,2.0,298.15,298.15
4437.0,3.670635171836113,2.0,298.15,298.15
4438.0,3.6705418098731286,2.0,298.15,298.15
4439.0,3.670448489477751,2.0,298.15,298.15
4440.0,3.6703552106788875,2.0,298.15,298.15
4441.0,3.6702619735051156,2.0,298.15,298.15
4442.0,3.6701687779846757,2.0,298.15,298.15
4443.0,3.670075624145486,2.0,298.15,298.15
4444.0,3.669982512015146,2.0,298.15,298.15
4445.0,3.66988944162092,2.0,298.15,298.15
4446.0,3.6697964129897382,2.0,298.15,298.15
4447.0,3.669703426148215,2.0,298.15,298.15
4448.0,3.669610481122637,2.0,298.15,298.15
4449.0,3.669517577938955,2.0,298.15,298.15
4450.0,3.6694247166228084,2.0,298.15,298.15
4451.0,3.6693318971995046,2.0,298.15,298.15
4452.0,3.669239119694014,2.0,298.15,298.15
4453.0,3.669146384131,2.0,298.15,298.15
4454.0,3.669053690534796,2.0,298.15,298.15
4455.0,3.6689610389294005,2.0,298.15,298.15
4456.0,3.6688684293384943,2.0,298.15,298.15
4457.0,3.668775861785444,2.0,298.15,298.15
4458.0,3.6686833362932743,2.0,298.15,298.15
4459.0,3.6685908528846984,2.0,298.15,298.15
4460.0,3.6684984115821,2.0,298.15,298.15
4461.0,3.6684060124075444,2.0,298.15,298.15
4462.0,3.6683136553827693,2.0,298.15,298.15
4463.0,3.668221340529197,2.0,298.15,298.15
4464.0,3.6681290678679215,2.0,298.15,298.15
4465.0,3.6680368374197165,2.0,298.15,298.15
4466.0,3.6679446492050296,2.0,298.15,298.15
4467.0,3.6678525032440015,2.0,298.15,298.15
4468.0,3.6677603995564327,2.0,298.15,298.15
4469.0,3.6676683381618265,2.0,298.15,298.15
4470.0,3.6675763190793367,2.0,298.15,298.15
4471.0,3.6674843423278216,2.0,298.15,298.15
4472.0,3.6673924079258104,2.0,298.15,298.15
4473.0,3.667300515891511,2.0,298.15,298.15
4474.0,3.667208666242822,2.0,298.15,298.15
4475.0,3.667116858997308,2.0,298.15,298.15
4476.0,3.667025094172228,2.0,298.15,298.15
4477.0,3.6669333717845185,2.0,298.15,298.15
4478.0,3.6668416918507987,2.0,298.15,298.15
4479.0,3.666750054387372,2.0,298.15,298.15
4480.0,3.666658459410226,2.0,298.15,298.15
4481.0,3.6665669069350293,2.0,298.15,298.15
4482.0,3.666475396977129,2.0,298.15,298.15
4483.0,3.6663839295515626,2.0,298.15,298.15
4484.0,3.6662925046730614,2.0,298.15,298.15
4485.0,3.666201122356023,2.0,298.15,298.15
4486.0,3.666109782614548,2.0,298.15,298.15
4487.0,3.6660184854624047,2.0,298.15,298.15
4488.0,3.66592723091307,2.0,298.15,298.15
4489.0,3.6658360189796855,2.0,298.15,298.15
4490.0,3.6657448496750895,2.0,298.15,298.15
4491.0,3.665653723011806,2.0,298.15,298.15
4492.0,3.6655626390020624,2.0,298.15,298.15
4493.0,3.665471597657741,2.0,298.15,298.15
4494.0,3.6653805989904433,2.0,298.15,298.15
4495.0,3.6652896430114468,2.0,298.15,298.15
4496.0,3.66519872973172,2.0,298.15,298.15
4497.0,3.6651078591619144,2.0,298.15,298.15
4498.0,3.6650170313123875,2.0,298.15,298.15
4499.0,3.664926246193174,2.0,298.15,298.15
4500.0,3.6648355038140066,2.0,298.15,298.15
4501.0,3.664744804184306,2.0,298.15,298.15
4502.0,3.6646541473131853,2.0,298.15,298.15
4503.0,3.6645635332094466,2.0,298.15,298.15
4504.0,3.6644729618815988,2.0,298.15,298.15
4505.0,3.6643824333378268,2.0,298.15,298.15
4506.0,3.6642919475860203,2.0,298.15,298.15
4507.0,3.664201504633755,2.0,298.15,298.15
4508.0,3.6641111044883075,2.0,298.15,298.15
4509.0,3.6640207471566506,2.0,298.15,298.15
4510.0,3.6639304326454494,2.0,298.15,298.15
4511.0,3.6638401609610654,2.0,298.15,298.15
4512.0,3.6637499321095532,2.0,298.15,298.15
4513.0,3.6636597460966738,2.0,298.15,298.15
4514.0,3.6635696029278733,2.0,298.15,298.15
4515.0,3.6634795026083005,2.0,298.15,298.15
4516.0,3.6633894451428124,2.0,298.15,298.15
4517.0,3.6632994305359503,2.0,298.15,298.15
4518.0,3.6632094587919637,2.0,298.15,298.15
4519.0,3.6631195299147956,2.0,298.15,298.15
4520.0,3.6630296439080916,2.0,298.15,298.15
4521.0,3.662939800775209,2.0,298.15,298.15
4522.0,3.6628500005191813,2.0,298.15,298.15
4523.0,3.6627602431427717,2.0,298.15,298.15
4524.0,3.662670528648427,2.0,298.15,298.15
4525.0,3.6625808570383014,2.0,298.15,298.15
4526.0,3.662491228314256,2.0,298.15,298.15
4527.0,3.662401642477849,2.0,298.15,298.15
4528.0,3.662312099530349,2.0,298.15,298.15
4529.0,3.662222599472728,2.0,298.15,298.15
4530.0,3.662133142305666,2.0,298.15,298.15
4531.0,3.662043728029536,2.0,298.15,298.15
4532.0,3.661954356644434,2.0,298.15,298.15
4533.0,3.661865028150147,2.0,298.15,298.15
4534.0,3.661775742546188,2.0,298.15,298.15
4535.0,3.661686499831757,2.0,298.15,298.15
4536.0,3.6615973000057798,2.0,298.15,298.15
4537.0,3.6615081430668734,2.0,298.15,298.15
4538.0,3.6614190290133837,2.0,298.15,298.15
4539.0,3.6613299578433565,2.0,298.15,298.15
4540.0,3.6612409295545487,2.0,298.15,298.15
4541.0,3.661151944144426,2.0,298.15,298.15
4542.0,3.6610630016101617,2.0,298.15,298.15
4543.0,3.6609741019486592,2.0,298.15,298.15
4544.0,3.660885245156515,2.0,298.15,298.15
4545.0,3.660796431230047,2.0,298.15,298.15
4546.0,3.6607076601652895,2.0,298.15,298.15
4547.0,3.6606189319579783,2.0,298.15,298.15
4548.0,3.660530246603585,2.0,298.15,298.15
4549.0,3.6604416040972785,2.0,298.15,298.15
4550.0,3.6603530044339485,2.0,298.15,298.15
4551.0,3.6602644476082027,2.0,298.15,298.15
4552.0,3.660175933614371,2.0,298.15,298.15
4553.0,3.660087462446487,2.0,298.15,298.15
4554.0,3.6599990340983117,2.0,298.15,298.15
4555.0,3.659910648563331,2.0,298.15,298.15
4556.0,3.6598223058347368,2.0,298.15,298.15
4557.0,3.659734005905447,2.0,298.15,298.15
4558.0,3.659645748768098,2.0,298.15,298.15
4559.0,3.659557534415052,2.0,298.15,298.15
4560.0,3.6594693628383848,2.0,298.15,298.15
4561.0,3.6593812340298975,2.0,298.15,298.15
4562.0,3.6592931479811233,2.0,298.15,298.15
4563.0,3.6592051046833065,2.0,298.15,298.15
4564.0,3.6591171041274118,2.0,298.15,298.15
4565.0,3.6590291463041424,2.0,298.15,298.15
4566.0,3.658941231203919,2.0,298.15,298.15
4567.0,3.6588533588168826,2.0,298.15,298.15
4568.0,3.6587655291329177,2.0,298.15,298.15
4569.0,3.658677742141611,2.0,298.15,298.15
4570.0,3.658589997832289,2.0,298.15,298.15
4571.0,3.6585022961940163,2.0,298.15,298.15
4572.0,3.658414637215571,2.0,298.15,298.15
4573.0,3.6583270208854612,2.0,298.15,298.15
4574.0,3.6582394471919315,2.0,298.15,298.15
4575.0,3.6581519161229514,2.0,298.15,298.15
4576.0,3.6580644276662264,2.0,298.15,298.15
4577.0,3.6579769818091936,2.0,298.15,298.15
4578.0,3.657889578539009,2.0,298.15,298.15
4579.0,3.6578022178425775,2.0,298.15,298.15
4580.0,3.6577148997065283,2.0,298.15,298.15
4581.0,3.6576276241172327,2.0,298.15,298.15
4582.0,3.6575403910607824,2.0,298.15,298.15
4583.0,3.6574532005230163,2.0,298.15,298.15
4584.0,3.6573660524895026,2.0,298.15,298.15
4585.0,3.6572789469455533,2.0,298.15,298.15
4586.0,3.6571918838762087,2.0,298.15,298.15
4587.0,3.657104863266251,2.0,298.15,298.15
4588.0,3.6570178851001978,2.0,298.15,298.15
4589.0,3.6569309493622995,2.0,298.15,298.15
4590.0,3.656844056036566,2.0,298.15,298.15
4591.0,3.6567572051067296,2.0,298.15,298.15
4592.0,3.6566703965562675,2.0,298.15,298.15
4593.0,3.656583630368398,2.0,298.15,298.15
4594.0,3.6564969065260793,2.0,298.15,298.15
4595.0,3.656410225012016,2.0,298.15,298.15
4596.0,3.6563235858086527,2.0,298.15,298.15
4597.0,3.656236988898175,2.0,298.15,298.15
4598.0,3.65615043426253,2.0,298.15,298.15
4599.0,3.656063921883377,2.0,298.15,298.15
4600.0,3.6559774517421566,2.0,298.15,298.15
4601.0,3.6558910238200255,2.0,298.15,298.15
4602.0,3.655804638097905,2.0,298.15,298.15
4603.0,3.6557182945564666,2.0,298.15,298.15
4604.0,3.6556319931761108,2.0,298.15,298.15
4605.0,3.655545733937,2.0,298.15,298.15
4606.0,3.655459516819047,2.0,298.15,298.15
4607.0,3.6553733418019143,2.0,298.15,298.15
4608.0,3.655287208865001,2.0,298.15,298.15
4609.0,3.6552011179874806,2.0,298.15,298.15
4610.0,3.6551150691482603,2.0,298.15,298.15
4611.0,3.655029062326003,2.0,298.15,298.15
4612.0,3.654943097499126,2.0,298.15,298.15
4613.0,3.654857174645808,2.0,298.15,298.15
4614.0,3.654771293743969,2.0,298.15,298.15
4615.0,3.6546854547712977,2.0,298.15,298.15
4616.0,3.6545996577052198,2.0,298.15,298.15
4617.0,3.6545139025229294,2.0,298.15,298.15
4618.0,3.6544281892013832,2.0,298.15,298.15
4619.0,3.6543425177172857,2.0,298.15,298.15
4620.0,3.654256888047099,2.0,298.15,298.15
4621.0,3.6541713001670484,2.0,298.15,298.15
4622.0,3.6540857540531206,2.0,298.15,298.15
4623.0,3.65400024968105,2.0,298.15,298.15
4624.0,3.6539147870263493,2.0,298.15,298.15
4625.0,3.6538293660642758,2.0,298.15,298.15
4626.0,3.653743986769868,2.0,298.15,298.15
4627.0,3.653658649117901,2.0,298.15,298.15
4628.0,3.653573353082939,2.0,298.15,298.15
4629.0,3.6534880986392952,2.0,298.15,298.15
4630.0,3.653402885761049,2.0,298.15,298.15
4631.0,3.6533177144220463,2.0,298.15,298.15
4632.0,3.653232584595901,2.0,298.15,298.15
4633.0,3.653147496255994,2.0,298.15,298.15
4634.0,3.6530624493754638,2.0,298.15,298.15
4635.0,3.6529774439272304,2.0,298.15,298.15
4636.0,3.6528924798839677,2.0,298.15,298.15
4637.0,3.6528075572181415,2.0,298.15,298.15
4638.0,3.6527226759019555,2.0,298.15,298.15
4639.0,3.6526378359074103,2.0,298.15,298.15
4640.0,3.65255303720626,2.0,298.15,298.15
4641.0,3.6524682797700474,2.0,298.15,298.15
4642.0,3.652383563570071,2.0,298.15,298.15
4643.0,3.6522988885774073,2.0,298.15,298.15
4644.0,3.652214254762915,2.0,298.15,298.15
4645.0,3.6521296620972157,2.0,298.15,298.15
4646.0,3.652045110550708,2.0,298.15,298.15
4647.0,3.6519606000935783,2.0,298.15,298.15
4648.0,3.6518761306957668,2.0,298.15,298.15
4649.0,3.65179170232701,2.0,298.15,298.15
4650.0,3.6517073149568087,2.0,298.15,298.15
4651.0,3.6516229685544532,2.0,298.15,298.15
4652.0,3.6515386630890077,2.0,298.15,298.15
4653.0,3.6514543985293124,2.0,298.15,298.15
4654.0,3.651370174843985,2.0,298.15,298.15
4655.0,3.6512859920014367,2.0,298.15,298.15
4656.0,3.651201849969843,2.0,298.15,298.15
4657.0,3.6511177487171835,2.0,298.15,298.15
4658.0,3.651033688211199,2.0,298.15,298.15
4659.0,3.650949668419421,2.0,298.15,298.15
4660.0,3.6508656893091698,2.0,298.15,298.15
4661.0,3.650781750847541,2.0,298.15,298.15
4662.0,3.65069785300143,2.0,298.15,298.15
4663.0,3.650613995737499,2.0,298.15,298.15
4664.0,3.6505301790222067,2.0,298.15,298.15
4665.0,3.650446402821809,2.0,298.15,298.15
4666.0,3.650362667102333,2.0,298.15,298.15
4667.0,3.6502789718295956,2.0,298.15,298.15
4668.0,3.6501953169692096,2.0,298.15,298.15
4669.0,3.650111702486579,2.0,298.15,298.15
4670.0,3.6500281283468965,2.0,298.15,298.15
4671.0,3.6499445945151363,2.0,298.15,298.15
4672.0,3.649861100956075,2.0,298.15,298.15
4673.0,3.649777647634281,2.0,298.15,298.15
4674.0,3.6496942345141115,2.0,298.15,298.15
4675.0,3.649610861559712,2.0,298.15,298.15
4676.0,3.6495275287350433,2.0,298.15,298.15
4677.0,3.649444236003832,2.0,298.15,298.15
4678.0,3.6493609833296237,2.0,298.15,298.15
4679.0,3.649277770675752,2.0,298.15,298.15
4680.0,3.6491945980053417,2.0,298.15,298.15
4681.0,3.6491114652813175,2.0,298.15,298.15
4682.0,3.6490283724664083,2.0,298.15,298.15
4683.0,3.648945319523143,2.0,298.15,298.15
4684.0,3.648862306413837,2.0,298.15,298.15
4685.0,3.6487793331006158,2.0,298.15,298.15
4686.0,3.648696399545406,2.0,298.15,298.15
4687.0,3.6486135057099345,2.0,298.15,298.15
4688.0,3.648530651555722,2.0,298.15,298.15
4689.0,3.6484478370441003,2.0,298.15,298.15
4690.0,3.6483650621362065,2.0,298.15,298.15
4691.0,3.648282326792968,2.0,298.15,298.15
4692.0,3.648199630975135,2.0,298.15,298.15
